"Opportunity Name","New MRR (converted) Currency","New MRR (converted)","Net MRR (converted) Currency","Net MRR (converted)","Net TCV (converted) Currency","Net TCV (converted)","NRR (converted) Currency","NRR (converted)","Country of Origin","Account Name","Sales Type","TransactionTypeList","Opportunity Owner","Created Date","Close Date","Primary Campaign Purpose","Campaign Type","Campaign Name","Country of Origin","Created Date","Start Date","Opportunity Owner: Manager","Reporting Business Unit","Category","Sub-Category","Stage"
"FACENCO - Iaas SAP B1","USD","3000.00","USD","3000.00","USD","108000.00","USD","0.00","Guatemala","FACENCO, SOCIEDAD ANONIMA","New Customer","New Service","Rosybel Gonzalez","07-17-2023","08-21-2023","Lead Generation","Tradeshow","LATAM_GUA_Event_IntegraSponsor_Ent_Apr2023","Guatemala","04-11-2023","04-20-2023","Barbara Paola Aguilar","LatAmENT","Event","One-to-Few","Closed Won"
"AMC - IaaS SAP HANA","USD","1990.00","USD","1990.00","USD","71640.00","USD","0.00","Guatemala","Atlas Mining & Construction, S.A.","New Customer","New Service","Rosybel Gonzalez","03-21-2023","05-02-2023","Lead Generation","Tradeshow","LATAM_GUA_Event_IntegraSponsor_Ent_Apr2023","Guatemala","04-11-2023","04-20-2023","Barbara Paola Aguilar","LatAmENT","Event","One-to-Few","Closed Lost"
"AMC - IAAS SAP B1","USD","1990.00","USD","1990.00","USD","71640.00","USD","0.00","Guatemala","Atlas Mining & Construction, S.A.","New Customer","New Service","Rosybel Gonzalez","10-25-2023","11-24-2023","Lead Generation","Tradeshow","LATAM_GUA_Event_IntegraSponsor_Ent_Apr2023","Guatemala","04-11-2023","04-20-2023","Barbara Paola Aguilar","LatAmENT","Event","One-to-Few","Closed Lost"
"GYSSA Internet de 50 Mbps","USD","520.00","USD","520.00","USD","12480.00","USD","0.00","Guatemala","GERENCIA Y SISTEMAS, SOCIEDAD ANONIMA","New Customer","New Service","Rosybel Gonzalez","01-11-2023","01-05-2024","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Barbara Paola Aguilar","LatAmENT","Telesales","","Closed Lost"
"Mapfre Enlaces Internet","USD","500.00","USD","500.00","USD","12000.00","USD","0.00","Guatemala","MAPFRE SEGUROS GUATEMALA, SOCIEDAD ANONIMA","New Customer","New Service","Rosybel Gonzalez","04-10-2023","09-11-2023","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Barbara Paola Aguilar","LatAmENT","Telesales","","Closed Lost"
"Mapfre Internet 200 Mbps Central","USD","600.00","USD","600.00","USD","14400.00","USD","0.00","Guatemala","MAPFRE SEGUROS GUATEMALA, SOCIEDAD ANONIMA","New Customer","New Service","Rosybel Gonzalez","04-17-2023","12-06-2023","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Barbara Paola Aguilar","LatAmENT","Telesales","","Closed Lost"
"Mapfre MPLS al NAP y SD-WAN","USD","416.00","USD","416.00","USD","9984.00","USD","0.00","Guatemala","MAPFRE SEGUROS GUATEMALA, SOCIEDAD ANONIMA","New Customer","New Service","Rosybel Gonzalez","06-08-2023","11-29-2023","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Barbara Paola Aguilar","LatAmENT","Telesales","","Closed Lost"
"ALMACENADORA INTEGRADA - CONECTIVIDAD SAT","USD","750.00","USD","750.00","USD","18000.00","USD","0.00","Guatemala","ALMACENADORA INTEGRADA SOCIEDAD ANONIMA","Upsale/Crossale","New Service","Rosybel Gonzalez","01-17-2024","09-27-2024","Sales Tracking","Advertisement","LATAM_Gua_Event_Desayuno Monitoreo Proactivo_Ent_May2024","Guatemala","03-01-2024","05-21-2024","Barbara Paola Aguilar","LatAmENT","Event","One-to-Few","Solution Design"
"Brayan Pérez Internet 10 Mbps","USD","150.00","USD","150.00","USD","3600.00","USD","0.00","Guatemala","BRAYAN STEVE PEREZ","New Customer","New Service","Rosybel Gonzalez","02-22-2023","07-18-2023","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Barbara Paola Aguilar","LatAmENT","Telesales","","Closed Lost"
"Naturaceites - Firewalls Seguridad Red Industrial","USD","600.00","USD","600.00","USD","21600.00","USD","0.00","Guatemala","NATURACEITES SOCIEDAD ANONIMA","Upsale/Crossale","New Service","Noelia Sosa","08-22-2023","08-30-2024","Sales Tracking","Seminar / Conference","LATAM_GUA_Event_DesayunosTecnologicos_Ago2023","Guatemala","08-04-2023","08-01-2023","Barbara Paola Aguilar","LatAmENT","Event","One-to-Few","Solution Design"
"PDA RENOVACIÓN IAAS Y CONECTIVIDAD 2024","USD","0.00","USD","0.00","USD","0.00","USD","0.00","Guatemala","PRODUCTOS DEL AIRE DE GUATEMALA SOCIEDAD ANONIMA","Upsale","New Service; Disconnection; Upgrade","Rosybel Gonzalez","12-08-2021","05-22-2024","Sales Tracking","Seminar / Conference","LATAM_GUA_Event_LogWars_Ent_Mar2023","Guatemala","02-09-2023","03-09-2023","Barbara Paola Aguilar","LatAmENT","Event","One-to-Few","Closed Lost"
"IMAGINOVA - VM TIENDAS ANFORA","USD","11585.00","USD","11585.00","USD","417060.00","USD","0.00","Guatemala","IMAGINOVA, S.A.","Crossale","New Service","Rosybel Gonzalez","08-31-2023","10-18-2023","Sales Tracking","Seminar / Conference","LATAM_GUA_Event_DesayunosTecnologicos_Ago2023","Guatemala","08-04-2023","08-01-2023","Barbara Paola Aguilar","LatAmENT","Event","One-to-Few","Closed Won"
"ARCESA  - SIEM","USD","0.00","USD","0.00","","","USD","0.00","Guatemala","Arrendadora Centroamericana, S.A.-ARCESA","New Customer","","Rosybel Gonzalez","01-17-2023","04-10-2023","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Barbara Paola Aguilar","LatAmENT","Telesales","","Closed Lost"
"ARCESA - IaaS","USD","2000.00","USD","2000.00","USD","72000.00","USD","0.00","Guatemala","Arrendadora Centroamericana, S.A.-ARCESA","New Customer","New Service","Rosybel Gonzalez","01-17-2023","08-02-2023","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Barbara Paola Aguilar","LatAmENT","Telesales","","Closed Lost"
"OCA CALL  - Contact Center On Demand","USD","600.00","USD","600.00","USD","14400.00","USD","0.00","Guatemala","CALL SOLUTIONS SOCIEDAD ANONIMA","Upsale/Crossale","New Service","Noelia Sosa","06-15-2023","02-28-2025","Brand Awareness","Advertisement","LATAM_Reg_Web_ContactCenter_Ent_Jun2024","Latam Region","05-08-2024","06-19-2024","Barbara Paola Aguilar","LatAmRegional","Event","Digital","Prospecting & Qualification"
"OMARSA/LICENCIAMIENTO","USD","0.00","USD","0.00","USD","300.00","USD","300.00","Guatemala","OMARSA","New Customer","New Service","Carlos Gonzalez","02-08-2024","07-14-2024","Sales Tracking","Advertisement","LATAM_Gua_Event_TransformacionDigital_Ent_Feb2024","Guatemala","01-26-2024","02-07-2024","Jose Montenegro","LatAmENT","Event","One-to-Few","Closed Lost"
"GRUPO TECUN - Conectividad Retaluleu","USD","396.00","USD","396.00","USD","9504.00","USD","0.00","Guatemala","Grupo Tecun Regional","New Customer","New Service","Rosybel Gonzalez","05-09-2023","11-29-2023","Sales Tracking","Seminar / Conference","LATAM_GUA_Event_DemoSDWANFortinet_Ago2023","Guatemala","08-10-2023","08-24-2023","Barbara Paola Aguilar","LatAmENT","Event","One-to-Few","Closed Lost"
"GRUPO TECUN - SDWAN","USD","3800.00","USD","3800.00","USD","91200.00","USD","0.00","Guatemala","Grupo Tecun Regional","New Customer","New Service","Rosybel Gonzalez","09-05-2023","04-05-2024","Sales Tracking","Seminar / Conference","LATAM_GUA_Event_DemoSDWANFortinet_Ago2023","Guatemala","08-10-2023","08-24-2023","Barbara Paola Aguilar","LatAmENT","Event","One-to-Few","Closed Lost"
"Tiendas O - Internet","USD","100.00","USD","100.00","USD","2400.00","USD","0.00","Guatemala","Distribuidora O, Sociedad Anonima","New Customer","New Service","Noelia Sosa","03-23-2023","07-31-2024","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Barbara Paola Aguilar","LatAmENT","Telesales","","Prospecting & Qualification"
"Coitza San Gregorio Conectividad + Seguridad","USD","0.00","USD","0.00","USD","0.00","USD","0.00","Guatemala","COOPERATIVA INTEGRAL DE AHORRO Y CRÉDITO ITZÁ, RESPONSABILIDAD LIMITADA","New Customer","New Service","Carlos Mazariegos","02-07-2024","09-30-2024","Lead Generation","Advertisement","LATAM_Gua_Prod_Outbound Inside Sales_Ent_Jan2024","Guatemala","01-08-2024","01-01-2024","Jose Montenegro","LatAmENT","Telesales","","Solution Design"
"Coitza - Proyecto Global","USD","8150.00","USD","8150.00","USD","293400.00","USD","0.00","Guatemala","COOPERATIVA INTEGRAL DE AHORRO Y CRÉDITO ITZÁ, RESPONSABILIDAD LIMITADA","New Customer","New Service","Carlos Mazariegos","02-22-2024","05-31-2024","Sales Tracking","Advertisement","LATAM_Gua_Event_Desayuno Monitoreo Proactivo_Ent_May2024","Guatemala","03-01-2024","05-21-2024","Jose Montenegro","LatAmENT","Event","One-to-Few","Closed Won"
"TEC -  RENOVACION + SDWAN","USD","600.00","USD","0.00","USD","0.00","USD","0.00","Guatemala","CAMPUS TECNOLÓGICO, SOCIEDAD ANONIMA","Upsale/Crossale","New Service; Disconnection; Upgrade; Reconfiguration; Renewal","Rosybel Gonzalez","03-18-2024","07-31-2024","Sales Tracking","Advertisement","LATAM_Gua_Event_Desayuno Monitoreo Proactivo_Ent_May2024","Guatemala","03-01-2024","05-21-2024","Barbara Paola Aguilar","LatAmENT","Event","One-to-Few","Solution Design"
"CORALSA LC TREBOL","USD","145.00","USD","145.00","USD","3480.00","USD","0.00","Guatemala","ALIMENTOS CORPORATIVOS CORALSA, SOCIEDAD ANÓNIMA","Upsale/Crossale","New Service","Rosybel Gonzalez","04-29-2024","06-24-2024","Sales Tracking","Advertisement","LATAM_Gua_Event_EcosistemaSeguridadLiberty_Ent_Jun2024","Guatemala","03-01-2024","06-20-2024","Barbara Paola Aguilar","LatAmENT","Event","One-to-Few","Closed Lost"
"CORALSA - Retail Analytics","USD","1500.00","USD","1500.00","USD","54000.00","USD","0.00","Guatemala","ALIMENTOS CORPORATIVOS CORALSA, SOCIEDAD ANÓNIMA","Upsale/Crossale","New Service","Rosybel Gonzalez","07-17-2024","10-31-2024","Sales Tracking","Advertisement","LATAM_Gua_Event_Data WiFi_Ent_Jul2024","Guatemala","03-01-2024","07-16-2024","Barbara Paola Aguilar","LatAmENT","Event","One-to-Few","Solution Design"
"Conectividad - Agrocentro - Oficinas Centrales Z9d","USD","1084.00","USD","1084.00","USD","26016.00","USD","0.00","Guatemala","Agrocentro, Sociedad Anónima","Upsale/Crossale","New Service","Carlos Mazariegos","03-04-2024","11-30-2024","Sales Tracking","Advertisement","LATAM_Gua_Event_TransformacionDigital_Ent_Feb2024","Guatemala","01-26-2024","02-07-2024","Jose Montenegro","LatAmENT","Event","One-to-Few","Proposal Submitted"
"Agrocentro - Vulnerabilidad","USD","200.00","USD","200.00","USD","2400.00","USD","0.00","Guatemala","Agrocentro, Sociedad Anónima","Upsale/Crossale","New Service","Carlos Mazariegos","03-04-2024","11-30-2024","Sales Tracking","Advertisement","LATAM_Gua_Event_TransformacionDigital_Ent_Feb2024","Guatemala","01-26-2024","02-07-2024","Jose Montenegro","LatAmENT","Event","One-to-Few","Solution Design"
"5B - SIEM","USD","1000.00","USD","1000.00","USD","36000.00","USD","0.00","Guatemala","Transacciones y Trasferencias S.A.","Upsale/Crossale","New Service","Rosybel Gonzalez","03-16-2023","02-08-2024","Sales Tracking","Seminar / Conference","LATAM_GUA_Event_LogWars_Ent_Mar2023","Guatemala","02-09-2023","03-09-2023","Barbara Paola Aguilar","LatAmENT","Event","One-to-Few","Closed Lost"
"5B - DATA WIFI","USD","500.00","USD","500.00","USD","18000.00","USD","0.00","Guatemala","Transacciones y Trasferencias S.A.","Upsale/Crossale","New Service","Rosybel Gonzalez","07-17-2024","09-30-2024","Sales Tracking","Advertisement","LATAM_Gua_Event_Data WiFi_Ent_Jul2024","Guatemala","03-01-2024","07-16-2024","Barbara Paola Aguilar","LatAmENT","Event","One-to-Few","Solution Design"
"COFIÑO - LICENCIAS OFFICE BUSSINES STANDAR","USD","500.00","USD","500.00","USD","18000.00","USD","0.00","Guatemala","COFIÑO STAHL Y COMPAÑÍA SOCIEDAD ANONIMA.","Upsale/Crossale","New Service","Rosybel Gonzalez","08-31-2023","07-15-2024","Sales Tracking","Seminar / Conference","LATAM_GUA_Event_DemoSDWANFortinet_Sep2023","Guatemala","09-08-2023","09-19-2023","Barbara Paola Aguilar","LatAmENT","Event","One-to-Few","Closed Lost"
"COFIÑO - PoC VULNERABILITY","USD","0.00","USD","0.00","USD","0.00","USD","0.00","Guatemala","COFIÑO STAHL Y COMPAÑÍA SOCIEDAD ANONIMA.","Crossale","New Service; Renewal","Rosybel Gonzalez","04-29-2024","05-22-2024","Sales Tracking","Advertisement","LATAM_Gua_Event_Vulnerability Management_Ent_Mar2024","Guatemala","03-01-2024","03-19-2024","Barbara Paola Aguilar","LatAmENT","Event","One-to-Few","Closed Won"
"COFIÑO - UPGRADE DE RECURSOS  Docuware-SRV","USD","75.00","USD","75.00","USD","900.00","USD","0.00","Guatemala","COFIÑO STAHL Y COMPAÑÍA SOCIEDAD ANONIMA.","Upsale","Upgrade","Rosybel Gonzalez","07-03-2024","07-18-2024","Sales Tracking","Advertisement","LATAM_Gua_Event_Boxes And Security Fabric_Ent_Jul2024","Guatemala","03-01-2024","07-11-2024","Barbara Paola Aguilar","LatAmENT","Event","One-to-Few","Closed Won"
"COFIÑO - DATA WIFI","USD","1000.00","USD","1000.00","USD","36000.00","USD","0.00","Guatemala","COFIÑO STAHL Y COMPAÑÍA SOCIEDAD ANONIMA.","Upsale/Crossale","New Service","Rosybel Gonzalez","07-17-2024","09-27-2024","Sales Tracking","Advertisement","LATAM_Gua_Event_Data WiFi_Ent_Jul2024","Guatemala","03-01-2024","07-16-2024","Barbara Paola Aguilar","LatAmENT","Event","One-to-Few","Solution Design"
"VIVENDO - Office 365","USD","900.00","USD","900.00","USD","21600.00","USD","0.00","Guatemala","Radiovision","Upsale/Crossale","New Service","Rosybel Gonzalez","06-20-2023","03-18-2024","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Barbara Paola Aguilar","LatAmENT","Telesales","","Closed Lost"
"COMAYMA- CONECTIVIDAD ZONA 11 HACIA CENTRAL ESCUITLA","USD","996.00","USD","996.00","USD","22908.00","USD","0.00","Guatemala","Cooperativa Integral de Producción Madre y Maestra","New Customer","New Service","Rosybel Gonzalez","05-05-2023","07-12-2023","Lead Generation","Telemarketing","LATAM_GUA_OutboundInsideSales_ENT_2023","Guatemala","01-06-2023","01-06-2023","Barbara Paola Aguilar","LatAmENT","Telesales","","Closed Lost"
"VisaNet - SIEM","USD","1000.00","USD","1000.00","USD","36000.00","USD","0.00","Guatemala","COMPAÑIA DE PROCESAMIENTOS DE MEDIOS DE PAGO DE GUATEMALA, S.A.","Upsale/Crossale","New Service","Rosybel Gonzalez","03-16-2023","07-05-2024","Sales Tracking","Seminar / Conference","LATAM_GUA_Event_LogWars_Ent_Mar2023","Guatemala","02-09-2023","03-09-2023","Barbara Paola Aguilar","LatAmENT","Event","One-to-Few","Closed Lost"
"NEARSOL - Upgrade Ciudad Vieja + Equipo","USD","1205.00","USD","1205.00","USD","28920.00","USD","0.00","Guatemala","NEARSOL, SOCIEDAD ANONIMA","Crossale","New Service; Upgrade","Rosybel Gonzalez","05-09-2023","08-24-2023","Sales Tracking","Seminar / Conference","LATAM_GUA_Event_DesayunosTecnologicos_Ago2023","Guatemala","08-04-2023","08-01-2023","Barbara Paola Aguilar","LatAmENT","Event","One-to-Few","Closed Won"
"MAYORPIT - LICENCIAMIENTO MICROSOFT 365","USD","1856.25","USD","1856.25","USD","22275.00","USD","0.00","Guatemala","MAYORPIT, SOCIEDAD ANONIMA","Crossale","New Service","Rosybel Gonzalez","05-16-2023","05-31-2023","Sales Tracking","Seminar / Conference","LATAM_GUA_Event_Ciberseguridad_MSeg_Feb2023","Guatemala","02-06-2023","02-16-2023","Barbara Paola Aguilar","LatAmENT","Event","One-to-Few","Closed Won"
"MAYOPIT - IaaS Tiendas + DRaaS","USD","21953.00","USD","20415.00","USD","734940.00","USD","0.00","Guatemala","MAYORPIT, SOCIEDAD ANONIMA","Crossale","New Service; Disconnection; Upgrade; Reconfiguration; Renewal","Rosybel Gonzalez","09-27-2023","10-31-2023","Sales Tracking","Seminar / Conference","LATAM_GUA_Event_DesayunosTecnologicos_Ago2023","Guatemala","08-04-2023","08-01-2023","Barbara Paola Aguilar","LatAmENT","Event","One-to-Few","Closed Won"
"CORPORACION MERINO - Seguridad Social","USD","1000.00","USD","1000.00","USD","12000.00","USD","0.00","Guatemala","Corporación Merino S.A","New Customer","New Service","Rosybel Gonzalez","02-21-2023","03-05-2023","Sales Tracking","Seminar / Conference","LATAM_GUA_Event_Ciberseguridad_MSeg_Feb2023","Guatemala","02-06-2023","02-16-2023","Barbara Paola Aguilar","LatAmENT","Event","One-to-Few","Closed Lost"
"ENDULZZA DEL CARIBE Gpon-Dia 60/30MB","USD","258.00","USD","258.00","USD","6192.00","USD","0.00","Dominican Republic","ENDULZZA DEL CARIBE SRL","New Customer","New Service","Orban Minier","02-23-2022","06-11-2024","Lead Generation","Seminar / Conference","DRMidBiz_OnetoFew_2023_ParqueDuarte","Dominican Republic","06-27-2023","01-01-2023","Paola Gomez","LatAmSMB","Event","One-to-Few","Closed Won"
"ISOTEX Dominicana Gpon-Dia 30/15MB","USD","142.00","USD","142.00","USD","3408.00","USD","0.00","Dominican Republic","ISOTEX DOMINICANA SAS","New Customer","New Service","Orban Minier","01-28-2022","04-26-2023","Lead Generation","Seminar / Conference","DRMidBiz_OnetoFew_2023_ParqueDuarte","Dominican Republic","06-27-2023","01-01-2023","Paola Gomez","LatAmSMB","Event","One-to-Few","Closed Won"
"Magnachem Fortinet","USD","1080.00","USD","1080.00","USD","38880.00","USD","0.00","Dominican Republic","C FEDERICO GOMEZ SRL(LABORATORIO MAGNACHEM INTERNATIONAL SRL)","Upsale/Crossale","New Service","Orban Minier","06-05-2023","10-31-2024","Sales Tracking","Seminar / Conference","LATAM_DR_Empresarial_OnetoFew_Oct _2023","Dominican Republic","10-05-2023","10-05-2023","Paola Gomez","LatAmSMB","Event","One-to-Few","Solution Design"
"Jade/ Gpon 60/30mb / Of Principal SD","USD","378.00","USD","378.00","USD","9072.00","USD","0.00","Dominican Republic","JADE TERIYAKI SRL","New Customer","New Service","Evelyn Mendez","02-19-2024","08-01-2024","Sales Tracking","Advertisement","LATAM_DR_Event_One-to-Few SD_Ent_Apr2024","Dominican Republic","03-12-2024","04-19-2024","Paola Gomez","LatAmSMB","Event","One-to-Few","Proposal Submitted"
"JADE/ IAAS","USD","950.00","USD","950.00","USD","22800.00","USD","0.00","Dominican Republic","JADE TERIYAKI SRL","New Customer","New Service","Evelyn Mendez","03-22-2024","08-01-2024","Sales Tracking","Advertisement","LATAM_DR_Event_One-to-Few SD_Ent_Apr2024","Dominican Republic","03-12-2024","04-19-2024","Paola Gomez","LatAmSMB","Event","One-to-Few","Solution Design"
"Starbucks/ 30/15 mb/ Galeria 360, Acropolis , Down Town Center y  Megacentro Santo Dgo.","USD","440.00","USD","440.00","USD","16840.00","USD","1000.00","Dominican Republic","GREEN STAR PARTNERS SAS ( Starbucks )","Upsale","New Service","Evelyn Mendez","04-21-2023","04-28-2023","Lead Generation","Seminar / Conference","LATAM_DR_MID_OnetoFew_Feb_2023","Dominican Republic","01-24-2023","02-09-2023","Paola Gomez","LatAmSMB","Event","One-to-Few","Closed Won"
"Little Caesar Pizza / Gpon 30/15 mbps/ Santo Domingo","USD","184.47","USD","184.47","USD","4427.33","USD","0.00","Dominican Republic","LCPZ DOMINICAN REPUBLIC SRL","Upsale/Crossale","New Service","Evelyn Mendez","12-22-2023","06-03-2024","Sales Tracking","Advertisement","LATAM_DR_Event_One-to-Few SD_Ent_Apr2024","Dominican Republic","03-12-2024","04-19-2024","Paola Gomez","LatAmSMB","Event","One-to-Few","Closed Lost"
"Little Caesar Pizza / Gpon 30/15 mbps/ Leopoldo Navarro","USD","184.47","USD","184.47","USD","4427.33","USD","0.00","Dominican Republic","LCPZ DOMINICAN REPUBLIC SRL","Upsale/Crossale","New Service","Evelyn Mendez","04-19-2024","05-07-2024","Sales Tracking","Advertisement","LATAM_DR_Event_One-to-Few SD_Ent_Apr2024","Dominican Republic","03-12-2024","04-19-2024","Paola Gomez","LatAmSMB","Event","One-to-Few","Closed Lost"
"Pala Pizza/ 20mb /Almacen Pedro Brand","USD","505.31","USD","505.31","USD","18191.01","USD","0.00","Dominican Republic","PALA PIZZA, S.R.L.","Upsale/Crossale","New Service","Evelyn Mendez","05-03-2023","05-29-2024","Sales Tracking","Seminar / Conference","LATAM_DR_Empresarial_OnetoFew_Oct _2023","Dominican Republic","10-05-2023","10-05-2023","Paola Gomez","LatAmSMB","Event","One-to-Few","Closed Lost"
