filename,timestamp,"Reporting Business Unit","Country of Origin","Campaign Name",Owner,"Campaign Type",Category,Sub-Category,"Primary Campaign Purpose","Num Sent in Campaign","Responses in Campaign","Created Date","Start Date","Product of Interest","Campaign Status","Budgeted Cost in Campaign (converted) Currency","Budgeted Cost in Campaign (converted)","Expected Revenue in Campaign (converted) Currency","Expected Revenue in Campaign (converted)","Opportunities in Campaign","Value Opportunities in Campaign Currency","Value Opportunities in Campaign","Won Opportunities in Campaign","Value Won Opportunities in Campaign Currency","Value Won Opportunities in Campaign","Actual Cost in Campaign (converted) Currency","Actual Cost in Campaign (converted)",ROI,"Campaign ID","SF Campaign Id"
file3.csv,4/4/24,LatAmENT,Colombia,COL_Prod_ProspectingJulian_Ent_Feb2023,"Camila Rodriguez",Email,Email,"Offer Email","Lead Generation",2343,3,1/30/23,2/6/23,"Security; It Solution; Networking; UC&C",Completed,USD,200,USD,1000,3,USD,8229,2,USD,8229,USD,200,4014%,7014X000001ylag,7014X000001ylag
file3.csv,4/4/24,LatAmENT,Colombia,LATAM_COL_Info_RazonSocial_Ent_Jul2023,"Camila Rodriguez",Email,Email,"Offer Email",Other,542,1,7/14/23,7/14/23,"PUSH TO TALK",Completed,USD,200,USD,0,0,USD,0,0,USD,0,USD,200,-100%,7014X000002ehgR,7014X000002ehgR
file3.csv,4/4/24,LatAmENT,Colombia,LATAM_COL_BOG_ENT_EDURODIZIO_MAR_2023,"Camila Rodriguez","Seminar / Conference",Event,Physical,"Sales Tracking",20,15,4/28/23,3/30/23,"Security; Networking - Wifi",Completed,USD,500,USD,2000,3,USD,272312,0,USD,0,USD,125,-100%,7014X000002POkw,7014X000002POkw
file3.csv,4/4/24,LatAmENT,Colombia,LATAM_COL_CAL_ENT_PANELMUJERES_APR_2023,"Camila Rodriguez","Seminar / Conference",Event,Physical,"Brand Awareness",70,32,4/19/23,5/18/23,"PUSH TO TALK",Completed,USD,3500,USD,7500,5,USD,571458,4,USD,65926,USD,3567,1748%,7014X000002PO6c,7014X000002PO6c
file3.csv,4/4/24,LatAmENT,Colombia,LATAM_COL_CTG_ENT_EXPATAQUECIBER_APR_2023,"Camila Rodriguez","Seminar / Conference",Event,Physical,"Sales Tracking",100,5,4/11/23,4/18/23,"PUSH TO TALK",Completed,USD,900,USD,1000,3,USD,-489,2,USD,97,USD,250,-61%,7014X000002PNTB,7014X000002PNTB
file3.csv,4/4/24,LatAmENT,Colombia,LATAM_COL_BOG_ENT_EMAILFASTTRACK_Q2_2023,"Camila Rodriguez","Special Events",Event,Physical,Other,0,0,4/19/23,4/19/23,"PUSH TO TALK",Aborted,,,,,0,USD,0,0,USD,0,,,,7014X000002PO6r,7014X000002PO6r
file3.csv,4/4/24,LatAmENT,Colombia,LATAM_COL_BOG_ENT_RETSUSHI_APR_2023,"Camila Rodriguez","Seminar / Conference",Event,Physical,"Sales Tracking",125,25,4/6/23,4/26/23,"Security; It Solution",Completed,USD,1200,USD,3500,6,USD,394915,3,USD,173911,USD,1120,15428%,7014X000002PN6b,7014X000002PN6b
file3.csv,4/4/24,LatAmENT,Colombia,LATAM_COL_MED_ENT_ACTCOLOMBIANA_MAY_2023,"Camila Rodriguez","Seminar / Conference",Event,Physical,"Brand Awareness",662,66,4/19/23,5/25/23,"PUSH TO TALK",Completed,USD,4500,USD,3000,17,USD,6235402,9,USD,4700178,USD,8475,55359%,7014X000002POA0,7014X000002POA0
file3.csv,4/4/24,LatAmSMB,Colombia,LATAM_Col_Prod_CloseLost_Mid_Mar2023,"Camila Rodriguez",Email,Email,"Offer Email",Other,0,0,3/16/23,3/16/23,"PUSH TO TALK",Aborted,,,,,0,USD,0,0,USD,0,,,,7014X000001ypEs,7014X000001ypEs
file3.csv,4/4/24,LatAmENT,Colombia,LATAM_COL_BOG_EMAILMARKETINGQ2_MAY_2023,"Camila Rodriguez",Email,Email,"Offer Email","Lead Generation",9416,7,5/9/23,5/9/23,Networking,Completed,USD,200,USD,1000,0,USD,0,0,USD,0,USD,200,-100%,7014X000002PPYX,7014X000002PPYX
file3.csv,4/4/24,LatAmENT,Colombia,LATAM_COL_BAQ_ENT_EXPATAQUECIBER_APR_2023,"Camila Rodriguez","Seminar / Conference",Event,Physical,"Sales Tracking",100,3,4/11/23,4/19/23,Security,Completed,USD,900,USD,1000,3,USD,3521,2,USD,3521,USD,250,1308%,7014X000002PNT6,7014X000002PNT6
file3.csv,4/4/24,LatAmENT,Colombia,LATAM_COL_MED_ENT_CONSSEGURIDAD_APR_2023,"Camila Rodriguez",Email,Email,"Offer Email",Other,0,4,4/11/23,4/11/23,Security,Aborted,,,,,0,USD,0,0,USD,0,,,,7014X000002PNLv,7014X000002PNLv
file3.csv,4/4/24,LatAmENT,Colombia,LATAM_COL_Info_Rebranding_Ent_May2023,"Camila Rodriguez",Email,Email,"Offer Email","Brand Awareness",1091,3,5/15/23,5/15/23,"PUSH TO TALK",Completed,USD,200,USD,0,0,USD,0,0,USD,0,USD,200,-100%,7014X000002edC3,7014X000002edC3
file3.csv,4/4/24,LatAmENT,Colombia,LATAM_COL_CAL_ENT_ACTCOLOMBIANA_MAY_2023,"Camila Rodriguez","Special Events",Event,Physical,Other,0,0,4/19/23,4/19/23,"PUSH TO TALK",Aborted,,,,,0,USD,0,0,USD,0,,,,7014X000002PO9v,7014X000002PO9v
file3.csv,4/4/24,LatAmSMB,Colombia,LATAM_Col_Prod_CloseLost_Mid_Apr2023,"Camila Rodriguez",Email,Email,"Offer Email","Brand Awareness",,0,3/29/23,3/29/23,"PUSH TO TALK",Aborted,,,,,0,USD,0,0,USD,0,,,,7014X000002PMaA,7014X000002PMaA
file3.csv,4/4/24,LatAmENT,Colombia,LATAM_COL_BUC_ENT_LOGWARS_JUN_2023,"Camila Rodriguez","Special Events",Event,,Other,0,0,4/19/23,4/19/23,"PUSH TO TALK",Aborted,,,,,0,USD,0,0,USD,0,,,,7014X000002POAK,7014X000002POAK
file3.csv,4/4/24,LatAmENT,Colombia,LATAM_COL_CTG_ENT_LOGWARS_JUN_2023,"Camila Rodriguez","Seminar / Conference",Event,Physical,"Sales Tracking",40,26,4/19/23,7/13/23,Security,Completed,USD,900,USD,3000,0,USD,0,0,USD,0,USD,705,-100%,7014X000002POAA,7014X000002POAA
file3.csv,4/4/24,LatAmENT,Colombia,LATAM_COL_ENT_OTFDATACENTER_Q2_2023,"Camila Rodriguez","One-to-One Sessions",Event,Physical,"Sales Tracking",20,12,4/17/23,5/10/23,"It Solution",Completed,USD,9000,USD,12000,6,USD,1124291,2,USD,148546,USD,8163,1720%,7014X000002PNwc,7014X000002PNwc
file3.csv,4/4/24,LatAmENT,Colombia,LATAM_COL_BOG_ENT_ACTCOLOMBIANA_MAY_2023,"Camila Rodriguez","Seminar / Conference",Event,Physical,"Brand Awareness",125,26,4/19/23,5/25/23,"PUSH TO TALK",Completed,USD,4500,USD,3000,4,USD,1157493,1,USD,1095503,USD,1730,63224%,7014X000002PO9g,7014X000002PO9g
file3.csv,4/4/24,LatAmENT,Colombia,LATAM_COL_BAQ_ENT_LOGWARS_JUN_2023,"Camila Rodriguez","Seminar / Conference",Event,Physical,"Sales Tracking",40,23,4/19/23,7/11/23,Security,Completed,USD,900,USD,3000,0,USD,0,0,USD,0,USD,100,-100%,7014X000002POA5,7014X000002POA5
file3.csv,4/4/24,LatAmSMB,Colombia,LATAM_COL_BOG_MIDB_SEGTOUR_MAY_2023,"Camila Rodriguez","Seminar / Conference",Event,Physical,"Lead Generation",50,26,5/5/23,5/16/23,Security,Completed,USD,2000,USD,2500,9,USD,57132,3,USD,9105,USD,1192,664%,7014X000002PPDl,7014X000002PPDl
file3.csv,4/4/24,LatAmSMB,Colombia,LATAM_COL_MED_MIDB_SEGTOUR_JUN_2023,"Camila Rodriguez","Seminar / Conference",Event,Physical,"Lead Generation",65,25,5/5/23,6/2/23,Security,Completed,USD,2000,USD,2500,11,USD,202472,2,USD,38955,USD,1651,2259%,7014X000002PPDm,7014X000002PPDm
file3.csv,4/4/24,Networks,Colombia,NETWORKS_ITW_2023,"Camila Rodriguez",Tradeshow,Event,Physical,Other,0,0,3/20/23,3/20/23,Networking,Completed,,,,,0,USD,0,0,USD,0,,,,7014X000001ypL5,7014X000001ypL5
file3.csv,4/4/24,LatAmENT,Colombia,LATAM_COL_CTG_ECODIGMETAVERSO_JUN_2023,"Camila Rodriguez","Seminar / Conference",Event,Physical,"Sales Tracking",125,31,4/17/23,6/15/23,"Security; It Solution",Completed,USD,4500,USD,3000,0,USD,0,0,USD,0,USD,3998,-100%,7014X000002PNx1,7014X000002PNx1
