filename,timestamp,"Reporting Business Unit","Country of Origin","Campaign Name",Owner,"Campaign Type",Category,Sub-Category,"Primary Campaign Purpose","Num Sent in Campaign","Responses in Campaign","Created Date","Start Date","Product of Interest","Campaign Status","Budgeted Cost in Campaign (converted) Currency","Budgeted Cost in Campaign (converted)","Expected Revenue in Campaign (converted) Currency","Expected Revenue in Campaign (converted)","Opportunities in Campaign","Value Opportunities in Campaign Currency","Value Opportunities in Campaign","Won Opportunities in Campaign","Value Won Opportunities in Campaign Currency","Value Won Opportunities in Campaign","Actual Cost in Campaign (converted) Currency","Actual Cost in Campaign (converted)",ROI,"Campaign ID","SF Campaign Id"
file3.csv,4/4/24,LatAmENT,Guatemala,LATAM_GUA_Event_OnetoOne_Ent_2023,"Luis Hernandez Montenegro","One-to-One Sessions",Event,Physical,"Sales Tracking",25,6,1/3/23,1/3/23,"It Solution; Networking",Completed,USD,5000,USD,4000,13,USD,483540,8,USD,349932,USD,4000,8648%,7014X0000022d4C,7014X0000022d4C
file3.csv,4/4/24,LatAmENT,Guatemala,LATAM_GUA_Event_VisitaDataCenter_Abr2024,"Luis Hernandez Montenegro","Seminar / Conference",,,"Lead Generation",4,0,2/28/24,4/3/24,"Cloud IT; Networking & Connectivity; Security",Planned,USD,5000,,,5,USD,286705,3,USD,169505,,,,7014X000002zVZ5,7014X000002zVZ5
file3.csv,4/4/24,LatAmENT,Guatemala,LATAM_GUA_Event_DesayunoProspectosInsideCitas_Sep2023,"Luis Hernandez Montenegro","Seminar / Conference",Event,Physical,"Sales Tracking",,0,9/5/23,9/19/23,"Security; It Solution",Aborted,USD,300,USD,1500,0,USD,0,0,USD,0,,,,7014X000002zMWt,7014X000002zMWt
file3.csv,4/4/24,LatAmENT,Guatemala,LATAM_GUA_Event_ZTNAFortinet_Oct2023,"Luis Hernandez Montenegro","Seminar / Conference",Event,Physical,"Sales Tracking",40,38,9/14/23,10/24/23,"Security; Networking",Completed,USD,300,USD,1500,2,USD,48456,1,USD,9000,USD,300,2900%,7014X000002zN2Q,7014X000002zN2Q
file3.csv,4/4/24,LatAmENT,Guatemala,LATAM_GUA_Event_TransformacionDigital_Sep2023,"Luis Hernandez Montenegro","Seminar / Conference",Event,Physical,"Sales Tracking",,1,9/8/23,9/19/23,"Security; It Solution",Aborted,USD,500,USD,2000,0,USD,0,0,USD,0,,,,7014X000002zMlo,7014X000002zMlo
file3.csv,4/4/24,LatAmENT,Guatemala,LATAM_GUA_Event_OnetoOne_Ent_2024,"Luis Hernandez Montenegro","Seminar / Conference",,,"Lead Generation",25,0,1/15/24,1/1/24,"It Solution; Networking","In Progress",,,,,0,USD,0,0,USD,0,,,,7014X000002zScG,7014X000002zScG
file3.csv,4/4/24,LatAmENT,Guatemala,LATAM_GUA_Event_TransformacionDigital_Oct2023,"Luis Hernandez Montenegro","Seminar / Conference",Event,Physical,"Sales Tracking",,1,9/13/23,10/17/23,"Security; It Solution",Aborted,USD,500,USD,2000,0,USD,0,0,USD,0,,,,7014X000002zMy9,7014X000002zMy9
file3.csv,4/4/24,LatAmENT,Guatemala,LATAM_GUA_Event_CoctelAntigua_May2024,"Luis Hernandez Montenegro","Seminar / Conference",,,"Lead Generation",30,0,3/1/24,5/17/24,"Cloud IT; Networking & Connectivity; Security",Planned,USD,2500,,,0,USD,0,0,USD,0,,,,7014X000002zVsW,7014X000002zVsW
file3.csv,4/4/24,LatAmENT,Guatemala,LATAM_GUA_Event_Cisco_Jun2024,"Luis Hernandez Montenegro","Seminar / Conference",,,"Lead Generation",35,0,3/1/24,6/4/24,"Cloud IT; Networking & Connectivity; Security",Planned,USD,2000,,,0,USD,0,0,USD,0,,,,7014X000002zVsX,7014X000002zVsX
file3.csv,4/4/24,LatAmENT,Guatemala,LATAM_GUA_Event_DDOS_Jun2024,"Luis Hernandez Montenegro","Seminar / Conference",,,"Lead Generation",20,0,3/1/24,6/18/24,Security,Planned,USD,1500,,,0,USD,0,0,USD,0,,,,7014X000002zVsY,7014X000002zVsY
file3.csv,4/4/24,LatAmENT,Guatemala,LATAM_GUA_Event_Pyramid_Jul2024,"Luis Hernandez Montenegro","Seminar / Conference",,,"Lead Generation",15,0,3/1/24,7/9/24,"Networking & Connectivity",Planned,USD,1500,,,0,USD,0,0,USD,0,,,,7014X000002zVsZ,7014X000002zVsZ
file3.csv,4/4/24,LatAmENT,Guatemala,LATAM_GUA_Event_IntegraSap_Nov2023,"Luis Hernandez Montenegro",Tradeshow,Event,Physical,"Lead Generation",50,0,10/13/23,11/9/23,"Security; Networking",Completed,USD,300,USD,1500,0,USD,0,0,USD,0,,,,7014X000002zOLB,7014X000002zOLB
file3.csv,4/4/24,LatAmENT,Guatemala,LATAM_GUA_Event_VulnerabilityManagement_Mar2024,"Luis Hernandez Montenegro","Seminar / Conference",,,"Brand Awareness",15,0,3/1/24,3/19/24,Security,Completed,USD,0,,,1,USD,60000,0,USD,0,USD,0,,7014X000002zVs7,7014X000002zVs7
file3.csv,4/4/24,LatAmENT,Guatemala,LATAM_GUA_OutboundInsideSales_ENT_2024,"Luis Hernandez Montenegro",Telemarketing,,,"Lead Generation",350,0,1/8/24,1/1/24,"Security; It Solution; Networking","In Progress",,,,,18,USD,666954,1,USD,7200,,,,7014X000002zSNV,7014X000002zSNV
file3.csv,4/4/24,LatAmENT,Honduras,"LATAM_HON_TGU_Patrocinio_Banking Summit_Ent_Feb2023","Paola Yanez",Tradeshow,Event,Physical,"Lead Generation",20,0,10/27/23,2/8/23,"PUSH TO TALK",Completed,USD,0,USD,0,0,USD,0,0,USD,0,USD,2018,-100%,7014X0000022qKY,7014X0000022qKY
file3.csv,4/4/24,LatAmENT,Honduras,"LATAM_HON_TGU_Patrocinio_ADWeek CCIT_Ent_Nov2023","Paola Yanez",Tradeshow,Event,Physical,"Brand Awareness",10,0,10/27/23,11/3/23,"PUSH TO TALK",Completed,USD,0,USD,0,0,USD,0,0,USD,0,USD,500,-100%,7014X0000022qKi,7014X0000022qKi
file3.csv,4/4/24,LatAmENT,Honduras,"LATAM_HON_TGU_Event_One-to-Ones Seguridad_2024","Paola Yanez","One-to-One Sessions",,,"Lead Generation",25,0,4/3/24,4/9/24,Security,Planned,USD,1000,,,0,USD,0,0,USD,0,,,,7014X000001z3TT,7014X000001z3TT
file3.csv,4/4/24,LatAmENT,Honduras,LATAM_HON_TGU_Event_LogWars_Ent_May2023,"Paola Yanez","Seminar / Conference",Event,Physical,"Sales Tracking",37,12,6/7/23,5/24/23,Security,Completed,USD,1000,USD,11880,2,USD,175100,0,USD,0,USD,2133,-100%,7014X000002ef0E,7014X000002ef0E
file3.csv,4/4/24,LatAmENT,Honduras,"LATAM_HON_TGU_Event_Workshops One-to-One_2024","Paola Yanez","One-to-One Sessions",,,"Lead Generation",8,0,2/14/24,2/19/24,"Cloud IT; Security","In Progress",USD,1430,,,4,USD,3600,2,USD,3600,USD,128,2713%,7014X0000022rmd,7014X0000022rmd
file3.csv,4/4/24,LatAmENT,Honduras,"LATAM_HON_SPS_Event_One-to-Ones Cloud IT_2024","Paola Yanez","One-to-One Sessions",,,"Lead Generation",20,2,2/13/24,2/21/24,"Cloud IT","In Progress",USD,650,,,2,USD,2917,1,USD,-4768,USD,84,-5776%,7014X0000022rlz,7014X0000022rlz
file3.csv,4/4/24,LatAmENT,Honduras,"LATAM_HON_TGU_Giras Regionales Corp_2024","Paola Yanez","One-to-One Sessions",,,"Lead Generation",30,0,2/14/24,2/15/24,"Networking & Connectivity","In Progress",USD,400,,,3,USD,40878,1,USD,5280,USD,100,5180%,7014X0000022rmi,7014X0000022rmi
file3.csv,4/4/24,LatAmENT,Honduras,LATAM_HON_TGU_Event_AntiRansomware_May2024,"Paola Yanez","Seminar / Conference",,,"Lead Generation",35,0,3/1/24,5/15/24,"Cloud IT; Security",Planned,USD,1000,,,0,USD,0,0,USD,0,,,,7014X0000022ryh,7014X0000022ryh
file3.csv,4/4/24,LatAmENT,Honduras,LATAM_HON_SPS_Event_AntiRansomware_May2024,"Paola Yanez","Seminar / Conference",,,"Lead Generation",35,0,3/1/24,5/16/24,"Cloud IT; Security",Planned,USD,1000,,,0,USD,0,0,USD,0,,,,7014X0000022rym,7014X0000022rym
file3.csv,4/4/24,LatAmENT,Honduras,"LATAM_HON_SPS_Event_One-to-Ones Seguridad_2024","Paola Yanez",Advertisement,,,"Lead Generation",25,1,2/13/24,2/21/24,Security,"In Progress",USD,650,,,1,USD,7200,0,USD,0,USD,100,-100%,7014X0000022rm4,7014X0000022rm4
file3.csv,4/4/24,LatAmENT,Honduras,LATAM_HON_WebSiteLeads_2024,"Paola Yanez",Advertisement,,,"Brand Awareness",0,0,3/15/24,1/1/24,"Networking & Connectivity","In Progress",USD,0,,,1,USD,9432,0,USD,0,USD,0,,7014X0000022s6U,7014X0000022s6U
file3.csv,4/4/24,LatAmENT,Honduras,"LATAM_HON_TGU_Event_Launch Vulnerability_May2024","Paola Yanez","Seminar / Conference",,,"Lead Generation",15,0,4/3/24,5/28/24,Security,Planned,USD,700,,,0,USD,0,0,USD,0,,,,7014X000001z3TO,7014X000001z3TO
file3.csv,4/4/24,LatAmENT,Honduras,LATAM_HON_Enterprise_OutboundSalesGPON_2023,"Paola Yanez",Telemarketing,Telesales,,"Lead Generation",111,0,2/14/23,2/14/23,Networking,Completed,USD,0,USD,1500,0,USD,0,0,USD,0,USD,0,,7014X000001ymoO,7014X000001ymoO
file3.csv,4/4/24,LatAmENT,Honduras,"LATAM_HON_Enterprise_Oferta 1Mes Gratis Conectividad_2023","Paola Yanez",Email,Email,,"Lead Generation",60,3,3/6/23,3/1/23,Networking,Completed,USD,200,USD,104689,7,USD,356472,1,USD,2640,USD,672,293%,7014X000001yoPk,7014X000001yoPk
file3.csv,4/4/24,LatAmENT,Honduras,"LATAM_HON_TGU_Event_Desayunos Tecnologicos_Sep2023","Paola Yanez","Seminar / Conference",Event,Physical,"Sales Tracking",20,2,8/30/23,9/12/23,"Security; It Solution",Completed,USD,1000,USD,10000,0,USD,0,0,USD,0,USD,122,-100%,7014X000002zMJk,7014X000002zMJk
file3.csv,4/4/24,LatAmENT,Honduras,LATAM_HON_TGU_Event_SAP-B1toHANA_Ent_May2023,"Paola Yanez","Seminar / Conference",Event,Physical,"Sales Tracking",57,20,4/20/23,5/9/23,"It Solution",Completed,USD,1000,USD,19230,5,USD,340319,0,USD,0,USD,1822,-100%,7014X000002POG3,7014X000002POG3
file3.csv,4/4/24,LatAmENT,Honduras,LATAM_HON_SPS_Event_SAP-B1toHANA_Ent_May2023,"Paola Yanez","Seminar / Conference",Event,Physical,"Sales Tracking",51,7,4/20/23,5/10/23,"It Solution",Completed,USD,1200,USD,9469,6,USD,211956,0,USD,0,USD,1462,-100%,7014X000002POFt,7014X000002POFt
file3.csv,4/4/24,LatAmENT,Honduras,"LATAM_HON_SPS_Event_Microsoft Defender_Jun2024","Paola Yanez","Seminar / Conference",,,"Lead Generation",35,0,3/1/24,6/20/24,"Cloud IT",Planned,USD,500,,,0,USD,0,0,USD,0,,,,7014X0000022ryc,7014X0000022ryc
file3.csv,4/4/24,LatAmENT,Honduras,"LATAM_HON_TGU_Patrocinio_Elga Transformacion Digital_Ent_Ago2023","Paola Yanez",Tradeshow,Event,Physical,"Sales Tracking",20,4,7/4/23,8/25/23,UC&C,Completed,USD,300,USD,5000,1,USD,3600,0,USD,0,USD,553,-100%,7014X000002egmt,7014X000002egmt
file3.csv,4/4/24,LatAmENT,Honduras,"LATAM_HON_Event_Visita DC Tocancipa_Ent_Sep2023","Paola Yanez","Seminar / Conference",Event,Physical,"Sales Tracking",4,4,7/4/23,9/7/23,"It Solution",Completed,USD,7000,USD,10000,1,USD,0,0,USD,0,USD,5451,-100%,7014X000002egmy,7014X000002egmy
file3.csv,4/4/24,LatAmENT,Honduras,"LATAM_HON_Website Leads_Ent_2023","Paola Yanez",Advertisement,Website,,"Lead Generation",0,0,6/9/23,2/1/23,Networking,"In Progress",USD,0,USD,1500,0,USD,0,0,USD,0,USD,0,,7014X000002efBW,7014X000002efBW
file3.csv,4/4/24,LatAmENT,Honduras,LATAM_HON_TGU_One-to-One_Sep2023,"Paola Yanez","One-to-One Sessions",Event,Physical,"Sales Tracking",10,2,8/30/23,9/4/23,"Security; It Solution",Completed,USD,800,USD,8000,0,USD,0,0,USD,0,USD,440,-100%,7014X000002zMJp,7014X000002zMJp
file3.csv,4/4/24,LatAmENT,Honduras,LATAM_HON_TGU_One-to-One_Ago2023,"Paola Yanez","One-to-One Sessions",Event,Physical,"Sales Tracking",10,3,8/4/23,8/8/23,"Security; It Solution",Completed,USD,800,USD,10000,3,USD,85142,0,USD,0,USD,121,-100%,7014X000002emlP,7014X000002emlP
file3.csv,4/4/24,LatAmENT,Honduras,LATAM_HON_TGU_Event_Secure-SDWAN-Fortinet_Ent_Nov2023,"Paola Yanez","Seminar / Conference",Event,Physical,"Sales Tracking",35,10,7/6/23,11/16/23,Security,Completed,USD,1500,USD,3300,0,USD,0,0,USD,0,USD,2502,-100%,7014X000002egyG,7014X000002egyG
file3.csv,4/4/24,LatAmENT,Honduras,"LATAM_HON_TGU_Event_Desayuno Microsoft Defender_Nov2023","Paola Yanez","Seminar / Conference",Event,Physical,"Sales Tracking",20,12,7/6/23,11/8/23,"Security; It Solution",Completed,USD,800,USD,4050,3,USD,44568,1,USD,6000,USD,1005,497%,7014X000002egyL,7014X000002egyL
file3.csv,4/4/24,LatAmENT,Honduras,"LATAM_HON_TGU_Event_Desayunos Tecnologicos_Ago2023","Paola Yanez","Seminar / Conference",Event,Physical,"Sales Tracking",20,4,8/4/23,8/8/23,"Security; It Solution",Completed,USD,1000,USD,10000,2,USD,8400,0,USD,0,USD,118,-100%,7014X000002emlU,7014X000002emlU
file3.csv,4/4/24,LatAmENT,Honduras,LATAM_HON_Info_RazonSocial_Ent_Ago2023,"Paola Yanez",Email,Email,"Offer Email",Other,1219,2,8/8/23,8/16/23,"CONTENT DELIVERY SERVICES",Completed,,,,,0,USD,0,0,USD,0,,,,7014X000002en4J,7014X000002en4J
file3.csv,4/4/24,LatAmENT,Honduras,LATAM_HN_Enterprise_Event_VIPLinks_Jun2023,"Paola Yanez","Special Events",Event,Physical,"Brand Awareness",20,10,7/18/23,6/21/23,"Security; It Solution",Completed,USD,35000,USD,15300,10,USD,692681,4,USD,72360,USD,43859,65%,7014X000002eiJV,7014X000002eiJV
file3.csv,4/4/24,LatAmENT,"Latam Region",LATAM_Col_Prod_NubeHibrida_Ent_Jan2024,"Camila Rodriguez",Email,Email,"Offer Email","Lead Generation",300,25,11/2/23,1/15/24,"Cloud IT","In Progress",,,,,0,USD,0,0,USD,0,,,,7014X0000022qSu,7014X0000022qSu
file3.csv,4/4/24,Networks,"Latam Region",NETWORKS_Info_Christmas_MSeg_Dec2023,"Camila Rodriguez",Advertisement,Email,Offer,"Brand Awareness",0,6,12/13/23,12/13/23,"PUSH TO TALK","In Progress",,,,,0,USD,0,0,USD,0,,,,7014X0000022r6F,7014X0000022r6F
file3.csv,4/4/24,LatAmRegional,"Latam Region",LATAM_Prod_SDWAN_Ent_Oct2023_e,"Camila Rodriguez",Email,Email,"Offer Email",Other,0,0,9/13/23,9/13/23,Security,Planned,,,,,0,USD,0,0,USD,0,,,,7014X0000036Wat,7014X0000036Wat
file3.csv,4/4/24,LatAmRegional,"Latam Region",LATAM_Prod_SDWAN_Ent_Oct2023_SM,"Camila Rodriguez",Email,Email,"Offer Email",Other,0,0,9/13/23,9/13/23,Security,Planned,,,,,0,USD,0,0,USD,0,,,,7014X0000036Way,7014X0000036Way
file3.csv,4/4/24,LatAmENT,"Latam Region",LATAM_Info_Newsletter_Ent_Aug2023,"Camila Rodriguez",Email,Email,"Offer Email",Other,8055,0,8/12/23,8/12/23,"PUSH TO TALK",Completed,USD,200,USD,0,0,USD,0,0,USD,0,USD,200,-100%,7014X000002eoGO,7014X000002eoGO
file3.csv,4/4/24,Networks,"Latam Region","NETWORKS_Info_Comunicado_NewBrand _May2023","Lorena Chavarria",Advertisement,Email,"Offer Email","Brand Awareness",0,0,5/3/23,5/15/23,"PUSH TO TALK","In Progress",,,,,0,USD,0,0,USD,0,,,,7014X000002PP1a,7014X000002PP1a
file3.csv,4/4/24,LatAmENT,"Latam Region",LATAM_Info_Comunicado_NewBrand_May2023,"Lorena Chavarria",Advertisement,Email,"Offer Email","Brand Awareness",0,8,5/3/23,5/15/23,"PUSH TO TALK","In Progress",,,,,0,USD,0,0,USD,0,,,,7014X000002PP1V,7014X000002PP1V
file3.csv,4/4/24,Networks,"Latam Region","NETWORKS_Info_Comunicado_NewBrand _May2023_SM","Lorena Chavarria",Advertisement,Media,"Social Media",Other,0,0,5/9/23,5/9/23,"PUSH TO TALK","In Progress",,,,,0,USD,0,0,USD,0,,,,7014X000002PPYm,7014X000002PPYm
file3.csv,4/4/24,LatAmENT,"Latam Region",LATAM_Info_LibertyLaunchContact_Ent_May2023,"Luis Hernandez Montenegro",Advertisement,Website,"General Forms",Other,0,72,5/4/23,5/4/23,Networking,"In Progress",,,,,0,USD,0,0,USD,0,,,,7014X000002PP8C,7014X000002PP8C
file3.csv,4/4/24,LatAmENT,"Latam Region",Regional_Info_LibertySales_MSeg_May2023,"Luis Hernandez Montenegro",Other,Website,"General Forms",Other,0,220,5/4/23,5/4/23,"SME - Proposition - Retail","In Progress",,,,,0,USD,0,0,USD,0,,,,7014X000002PP87,7014X000002PP87
file3.csv,4/4/24,LatAmENT,"Latam Region",Regional_Info_LibertyLaunch_MSeg_May2023,"Luis Hernandez Montenegro",Other,Website,"General Forms",Other,0,313,5/4/23,5/4/23,"SME - Proposition - Professional","In Progress",,,,,1,USD,0,0,USD,0,,,,7014X000002PP7x,7014X000002PP7x
file3.csv,4/4/24,LatAmENT,"Latam Region",LATAM_Prod_Acquisition_Ent_May2023,"Luis Hernandez Montenegro",Email,Email,"Offer Email","Lead Generation",4000,25,5/18/23,7/10/23,"Security; It Solution; Networking; UC&C",Completed,,,,,2,USD,12978,0,USD,0,,,,7014X000002edYs,7014X000002edYs
file3.csv,4/4/24,LatAmENT,"Latam Region",LATAM_Info_Christmas_MSeg_Dec2023,"Paola Yanez",Email,Email,"Offer Email",Other,0,66,11/21/23,11/21/23,"PUSH TO TALK","In Progress",,,,,0,USD,0,0,USD,0,,,,7014X0000022qns,7014X0000022qns
file3.csv,4/4/24,Networks,"Latam Region",NETWORKS_Info_Newsletter_Ent_Dec2023,"Paola Yanez",Email,Email,"Offer Email","Brand Awareness",0,44,11/16/23,11/16/23,"PUSH TO TALK","In Progress",,,,,0,USD,0,0,USD,0,,,,7014X0000022qj2,7014X0000022qj2
file3.csv,4/4/24,LatAmENT,"Latam Region",LATAM_Prod_SDWAN_Ent_Oct2023,"Paola Yanez",Email,Email,"Offer Email",Other,0,0,9/13/23,9/13/23,Security,Completed,USD,1855,USD,5000,0,USD,0,0,USD,0,USD,1855,-100%,7014X0000036Wao,7014X0000036Wao
file3.csv,4/4/24,LatAmENT,"Latam Region",LATAM_Prod_Ciberseguridad_Ent_Oct2023,"Paola Yanez",Email,Email,"Offer Email",Other,0,0,10/11/23,10/11/23,"PUSH TO TALK",Completed,,,,,0,USD,0,0,USD,0,USD,3450,-100%,7014X000002XShf,7014X000002XShf
file3.csv,4/4/24,LatAmENT,"Latam Region",LATAM_Prod_Ciberseguridad_Ent_Oct2023_e,"Paola Yanez",Email,Email,"Offer Email",Other,0,109,10/11/23,10/11/23,"PUSH TO TALK","In Progress",,,,,0,USD,0,0,USD,0,,,,7014X000002XShk,7014X000002XShk
file3.csv,4/4/24,LatAmENT,"Latam Region",LATAM_Prod_Ciberseguridad_Ent_Oct2023_SMP,"Paola Yanez",Advertisement,Media,"Social Media",Other,0,79,10/11/23,10/11/23,"PUSH TO TALK","In Progress",,,,,0,USD,0,0,USD,0,,,,7014X000002XShp,7014X000002XShp
file3.csv,4/4/24,LatAmENT,"Latam Region",LATAM_Prod_Ciberseguridad_Ent_Oct2023_SMO,"Paola Yanez",Advertisement,Media,"Social Media",Other,0,139,10/11/23,10/11/23,"PUSH TO TALK","In Progress",,,,,0,USD,0,0,USD,0,,,,7014X000002XShu,7014X000002XShu
file3.csv,4/4/24,LatAmRegional,"Latam Region",LATAM_Event_Educationsummit_ent_Mar2024,"Paola Yanez","Seminar / Conference",Event,Physical,"Lead Generation",20,14,1/24/24,3/13/24,"Networking & Connectivity; Security","In Progress",,,,,0,USD,0,0,USD,0,,,,7014X000002zSx9,7014X000002zSx9
file3.csv,4/4/24,LatAmENT,"Latam Region",LATAM_Prod_Xsell_Ent_IaaS-DDoSLarge_Apr2023,"Paola Yanez",Email,Email,"Offer Email","Sales Tracking",9409,24,4/19/23,4/19/23,"It Solution - IaaS; Security - DDoS","In Progress",,,,,1,USD,0,0,USD,0,USD,6000,-100%,7014X000002PO9W,7014X000002PO9W
file3.csv,4/4/24,LatAmENT,"Latam Region",LATAM_Enterprise_Event_VIPLinks_Jun2023,"Paola Yanez","Special Events",Event,Physical,"Brand Awareness",121,33,3/28/23,6/21/23,"Security; It Solution",Completed,USD,175000,USD,15300,0,USD,0,0,USD,0,USD,183163,-100%,7014X000001yq3E,7014X000001yq3E
file3.csv,4/4/24,LatAmRegional,"Latam Region",LATAM_Event_VIPLinks_apr2024,"Paola Yanez","Special Events",Event,Physical,"Lead Generation",50,25,3/11/24,4/24/24,"Cloud IT; Security","In Progress",USD,239000,,,2,USD,6960,2,USD,6960,USD,316264,-98%,7014X0000022s2t,7014X0000022s2t
file3.csv,4/4/24,NetworksRegional,"Latam Region",NETWORKS_Event_VIPLinks_apr2024,"Paola Yanez","Special Events",Event,Physical,"Lead Generation",50,8,1/12/24,4/23/24,"Networking & Connectivity","In Progress",USD,228000,,,0,USD,0,0,USD,0,USD,102811,-100%,7014X000002zSaF,7014X000002zSaF
file3.csv,4/4/24,Networks,"Latam Region",NETWORKS_Info_Newsletter_Ent_Aug2023,"Paola Yanez",Email,Email,"Offer Email",Other,0,0,8/10/23,8/10/23,"PUSH TO TALK","In Progress",,,,,0,USD,0,0,USD,0,,,,7014X000002enzu,7014X000002enzu
file3.csv,4/4/24,LatAmENT,"Latam Region",LATAM_Info_Rebranding_Ent_May2023,"Roxanna Mateo",Email,Email,"Offer Email","Brand Awareness",0,7,5/25/23,5/25/23,"PUSH TO TALK","In Progress",,,,,0,USD,0,0,USD,0,,,,7014X000002ee8H,7014X000002ee8H
file3.csv,4/4/24,LatAmENT,"Latam Region",LATAM_Info_Newsletter_Ent_Apr2024,"Roxanna Mateo",Advertisement,Email,Content,"Brand Awareness",4100,0,4/3/24,4/3/24,Other,"In Progress",,,,,0,USD,0,0,USD,0,,,,7014X000001z3RD,7014X000001z3RD
file3.csv,4/4/24,LatAmSMB,"Latam Region",LATAM_Prod_Awareness_Mid_Aug2023,"Roxanna Mateo",Email,Email,"Offer Email",Other,0,0,8/18/23,8/18/23,"PUSH TO TALK","In Progress",,,,,0,USD,0,0,USD,0,,,,7014X000002epA3,7014X000002epA3
file3.csv,4/4/24,Networks,"Latam Region",NETWORKS_Event_IXSY_Ent_Mar2024,"Roxanna Mateo","Seminar / Conference",Event,Physical,"Brand Awareness",30,0,3/27/24,3/27/24,"Networking & Connectivity","In Progress",,,,,0,USD,0,0,USD,0,,,,7014X0000022sEA,7014X0000022sEA
file2.csv,4/15/24,LatAmENT,Colombia,LATAM_COL_BOG_ENT_SDWANTour_Nov_2023_SM,"Camila Rodriguez","Seminar / Conference",Media,"Social Media",Other,0,17,10/25/23,11/23/23,Security,"In Progress",USD,0,USD,0,0,USD,0,0,USD,0,USD,0,,7014X0000022qH5,7014X0000022qH5
file2.csv,4/15/24,LatAmENT,Colombia,LATAM_COL_ENT_SEGURIDAD_VALLEDUPAR_NOV_2023,"Camila Rodriguez","Seminar / Conference",Event,Physical,Other,50,8,11/15/23,11/15/23,Security,"In Progress",USD,190,,,0,USD,0,0,USD,0,USD,190,-1,7014X0000022qhp,7014X0000022qhp
file2.csv,4/15/24,LatAmENT,Colombia,LATAM_COL_PROD_WHPSEGURITYCM_OCT_2023,"Camila Rodriguez",Email,Email,"Offer Email",Other,0,0,10/30/23,10/30/23,Security,"In Progress",USD,200,USD,1000,0,USD,0,0,USD,0,USD,200,-1,7014X0000022qKs,7014X0000022qKs
file2.csv,4/15/24,LatAmENT,Colombia,LATAM_COL_BOG_INFO_LINAROZO_DIC_2023,"Camila Rodriguez",Email,Email,,Other,0,1,11/29/23,11/29/23,"PUSH TO TALK","In Progress",,,,,0,USD,0,0,USD,0,,,,7014X0000022qvT,7014X0000022qvT
file2.csv,4/15/24,LatAmENT,Colombia,LATAM_Col_Info_Xmas_Dec2023,"Camila Rodriguez",Advertisement,Email,,"Brand Awareness",0,12,12/14/23,12/14/23,"PUSH TO TALK","In Progress",,,,,0,USD,0,0,USD,0,,,,7014X0000022r73,7014X0000022r73
file2.csv,4/15/24,LatAmSMB,Colombia,LATAM_COL_Prod_Awareness_Mid_Aug2023,"Camila Rodriguez",Email,Email,"Offer Email","Lead Generation",2485,3,9/5/23,9/12/23,Networking,Completed,USD,200,USD,2000,0,USD,0,0,USD,0,USD,200,-1,7014X0000036WKH,7014X0000036WKH
file2.csv,4/15/24,LatAmSMB,Colombia,LATAM_COL_BAQ_SmartmovIlity_MID_JUN_2023,"Camila Rodriguez","Seminar / Conference",Event,,"Brand Awareness",50,17,6/12/23,6/15/23,"It Solution; Networking - Wifi",Completed,USD,2000,USD,2500,21,USD,52655,14,USD,15434,USD,1721,7.968066562,7014X000002efHL,7014X000002efHL
file2.csv,4/15/24,LatAmENT,Colombia,LATAM_COL_Event_IBMBogota_Ent_Jun2023,"Camila Rodriguez","Seminar / Conference",Event,Physical,Other,120,0,6/12/23,6/12/23,"It Solution - IaaS",Aborted,,,,,0,USD,0,0,USD,0,,,,7014X000002efHV,7014X000002efHV
file2.csv,4/15/24,LatAmSMB,Colombia,LATAM_COL_BOG_Fedetec_Mid_Sep_2023,"Camila Rodriguez",Tradeshow,Event,Physical,Other,0,0,6/12/23,9/20/23,"Security; It Solution; Networking",Completed,USD,400,USD,2000,0,USD,0,0,USD,0,USD,400,-1,7014X000002efHf,7014X000002efHf
file2.csv,4/15/24,LatAmSMB,Colombia,LATAM_COL_BAQ_MIDB_SEGTOUR_JUN_2023,"Camila Rodriguez","Seminar / Conference",Event,Physical,"Lead Generation",60,24,6/12/23,6/14/23,Security,Completed,USD,2000,USD,2500,19,USD,470500,6,USD,143345,USD,1698,83.42033982,7014X000002efGb,7014X000002efGb
file2.csv,4/15/24,LatAmENT,Colombia,LATAM_COL_Prod_SmartSolutions_Ent_Sep2023,"Camila Rodriguez",Email,Email,"Offer Email",Other,0,1,9/19/23,9/19/23,"PUSH TO TALK","In Progress",,,,,0,USD,0,0,USD,0,,,,7014X0000036WlI,7014X0000036WlI
file2.csv,4/15/24,LatAmENT,Colombia,LATAM_COL_BAQ_ECODIGMETAVERSO_JUN_2023,"Camila Rodriguez","Seminar / Conference",Event,,"Sales Tracking",125,38,5/29/23,6/14/23,"PUSH TO TALK",Completed,USD,3600,USD,4000,0,USD,0,0,USD,0,USD,1582,-1,7014X000002eeIM,7014X000002eeIM
file2.csv,4/15/24,LatAmENT,Colombia,LATAM_COL_BAQ_Ent_Probarranquilla_Jun_2023,"Camila Rodriguez",Tradeshow,Event,Physical,"Lead Generation",,0,9/18/23,6/1/23,Networking,Completed,USD,2383,USD,10000,1,USD,510,1,USD,510,USD,2383,-0.785716199,7014X0000036Wk0,7014X0000036Wk0
